parnme,partrans,parchglim,parval1,parlbnd,parubnd,pargp,scale,offset,dercom,extra,i,idx0,idx1,idx2,idx3,inst,j,pname,pstyle,ptype,usecol,x,y,zone
pname:sto_sy_layer3_gr_inst:0_ptype:gr_pstyle:m_i:31_j:15_x:3875.00_y:2125.00_zone:1,log,factor,1.0,0.9,1.1,sto_sy_layer3_gr,1.0,0.0,1,,31,,,,,0,15,sto,m,gr,,3875.00,2125.00,1
pname:sto_sy_layer3_gr_inst:0_ptype:gr_pstyle:m_i:31_j:16_x:4125.00_y:2125.00_zone:1,log,factor,1.0,0.9,1.1,sto_sy_layer3_gr,1.0,0.0,1,,31,,,,,0,16,sto,m,gr,,4125.00,2125.00,1
pname:sto_sy_layer3_gr_inst:0_ptype:gr_pstyle:m_i:31_j:17_x:4375.00_y:2125.00_zone:1,log,factor,1.0,0.9,1.1,sto_sy_layer3_gr,1.0,0.0,1,,31,,,,,0,17,sto,m,gr,,4375.00,2125.00,1
pname:sto_sy_layer3_gr_inst:0_ptype:gr_pstyle:m_i:31_j:18_x:4625.00_y:2125.00_zone:1,log,factor,1.0,0.9,1.1,sto_sy_layer3_gr,1.0,0.0,1,,31,,,,,0,18,sto,m,gr,,4625.00,2125.00,1
pname:sto_sy_layer3_gr_inst:0_ptype:gr_pstyle:m_i:31_j:19_x:4875.00_y:2125.00_zone:1,log,factor,1.0,0.9,1.1,sto_sy_layer3_gr,1.0,0.0,1,,31,,,,,0,19,sto,m,gr,,4875.00,2125.00,1
pname:sto_sy_layer3_gr_inst:0_ptype:gr_pstyle:m_i:32_j:1_x:375.00_y:1875.00_zone:1,log,factor,1.0,0.9,1.1,sto_sy_layer3_gr,1.0,0.0,1,,32,,,,,0,1,sto,m,gr,,375.00,1875.00,1
pname:sto_sy_layer3_gr_inst:0_ptype:gr_pstyle:m_i:32_j:2_x:625.00_y:1875.00_zone:1,log,factor,1.0,0.9,1.1,sto_sy_layer3_gr,1.0,0.0,1,,32,,,,,0,2,sto,m,gr,,625.00,1875.00,1
pname:sto_sy_layer3_gr_inst:0_ptype:gr_pstyle:m_i:32_j:3_x:875.00_y:1875.00_zone:1,log,factor,1.0,0.9,1.1,sto_sy_layer3_gr,1.0,0.0,1,,32,,,,,0,3,sto,m,gr,,875.00,1875.00,1
pname:sto_sy_layer3_gr_inst:0_ptype:gr_pstyle:m_i:32_j:4_x:1125.00_y:1875.00_zone:1,log,factor,1.0,0.9,1.1,sto_sy_layer3_gr,1.0,0.0,1,,32,,,,,0,4,sto,m,gr,,1125.00,1875.00,1
pname:sto_sy_layer3_gr_inst:0_ptype:gr_pstyle:m_i:32_j:5_x:1375.00_y:1875.00_zone:1,log,factor,1.0,0.9,1.1,sto_sy_layer3_gr,1.0,0.0,1,,32,,,,,0,5,sto,m,gr,,1375.00,1875.00,1
pname:sto_sy_layer3_gr_inst:0_ptype:gr_pstyle:m_i:32_j:6_x:1625.00_y:1875.00_zone:1,log,factor,1.0,0.9,1.1,sto_sy_layer3_gr,1.0,0.0,1,,32,,,,,0,6,sto,m,gr,,1625.00,1875.00,1
pname:sto_sy_layer3_gr_inst:0_ptype:gr_pstyle:m_i:32_j:7_x:1875.00_y:1875.00_zone:1,log,factor,1.0,0.9,1.1,sto_sy_layer3_gr,1.0,0.0,1,,32,,,,,0,7,sto,m,gr,,1875.00,1875.00,1
pname:sto_sy_layer3_gr_inst:0_ptype:gr_pstyle:m_i:32_j:8_x:2125.00_y:1875.00_zone:1,log,factor,1.0,0.9,1.1,sto_sy_layer3_gr,1.0,0.0,1,,32,,,,,0,8,sto,m,gr,,2125.00,1875.00,1
pname:sto_sy_layer3_gr_inst:0_ptype:gr_pstyle:m_i:32_j:9_x:2375.00_y:1875.00_zone:1,log,factor,1.0,0.9,1.1,sto_sy_layer3_gr,1.0,0.0,1,,32,,,,,0,9,sto,m,gr,,2375.00,1875.00,1
pname:sto_sy_layer3_gr_inst:0_ptype:gr_pstyle:m_i:32_j:10_x:2625.00_y:1875.00_zone:1,log,factor,1.0,0.9,1.1,sto_sy_layer3_gr,1.0,0.0,1,,32,,,,,0,10,sto,m,gr,,2625.00,1875.00,1
pname:sto_sy_layer3_gr_inst:0_ptype:gr_pstyle:m_i:32_j:11_x:2875.00_y:1875.00_zone:1,log,factor,1.0,0.9,1.1,sto_sy_layer3_gr,1.0,0.0,1,,32,,,,,0,11,sto,m,gr,,2875.00,1875.00,1
pname:sto_sy_layer3_gr_inst:0_ptype:gr_pstyle:m_i:32_j:12_x:3125.00_y:1875.00_zone:1,log,factor,1.0,0.9,1.1,sto_sy_layer3_gr,1.0,0.0,1,,32,,,,,0,12,sto,m,gr,,3125.00,1875.00,1
pname:sto_sy_layer3_gr_inst:0_ptype:gr_pstyle:m_i:32_j:13_x:3375.00_y:1875.00_zone:1,log,factor,1.0,0.9,1.1,sto_sy_layer3_gr,1.0,0.0,1,,32,,,,,0,13,sto,m,gr,,3375.00,1875.00,1
pname:sto_sy_layer3_gr_inst:0_ptype:gr_pstyle:m_i:32_j:14_x:3625.00_y:1875.00_zone:1,log,factor,1.0,0.9,1.1,sto_sy_layer3_gr,1.0,0.0,1,,32,,,,,0,14,sto,m,gr,,3625.00,1875.00,1
pname:sto_sy_layer3_gr_inst:0_ptype:gr_pstyle:m_i:32_j:15_x:3875.00_y:1875.00_zone:1,log,factor,1.0,0.9,1.1,sto_sy_layer3_gr,1.0,0.0,1,,32,,,,,0,15,sto,m,gr,,3875.00,1875.00,1
pname:sto_sy_layer3_gr_inst:0_ptype:gr_pstyle:m_i:32_j:16_x:4125.00_y:1875.00_zone:1,log,factor,1.0,0.9,1.1,sto_sy_layer3_gr,1.0,0.0,1,,32,,,,,0,16,sto,m,gr,,4125.00,1875.00,1
pname:sto_sy_layer3_gr_inst:0_ptype:gr_pstyle:m_i:32_j:17_x:4375.00_y:1875.00_zone:1,log,factor,1.0,0.9,1.1,sto_sy_layer3_gr,1.0,0.0,1,,32,,,,,0,17,sto,m,gr,,4375.00,1875.00,1
pname:sto_sy_layer3_gr_inst:0_ptype:gr_pstyle:m_i:32_j:18_x:4625.00_y:1875.00_zone:1,log,factor,1.0,0.9,1.1,sto_sy_layer3_gr,1.0,0.0,1,,32,,,,,0,18,sto,m,gr,,4625.00,1875.00,1
pname:sto_sy_layer3_gr_inst:0_ptype:gr_pstyle:m_i:32_j:19_x:4875.00_y:1875.00_zone:1,log,factor,1.0,0.9,1.1,sto_sy_layer3_gr,1.0,0.0,1,,32,,,,,0,19,sto,m,gr,,4875.00,1875.00,1
pname:sto_sy_layer3_gr_inst:0_ptype:gr_pstyle:m_i:33_j:2_x:625.00_y:1625.00_zone:1,log,factor,1.0,0.9,1.1,sto_sy_layer3_gr,1.0,0.0,1,,33,,,,,0,2,sto,m,gr,,625.00,1625.00,1
pname:sto_sy_layer3_gr_inst:0_ptype:gr_pstyle:m_i:33_j:3_x:875.00_y:1625.00_zone:1,log,factor,1.0,0.9,1.1,sto_sy_layer3_gr,1.0,0.0,1,,33,,,,,0,3,sto,m,gr,,875.00,1625.00,1
pname:sto_sy_layer3_gr_inst:0_ptype:gr_pstyle:m_i:33_j:4_x:1125.00_y:1625.00_zone:1,log,factor,1.0,0.9,1.1,sto_sy_layer3_gr,1.0,0.0,1,,33,,,,,0,4,sto,m,gr,,1125.00,1625.00,1
pname:sto_sy_layer3_gr_inst:0_ptype:gr_pstyle:m_i:33_j:5_x:1375.00_y:1625.00_zone:1,log,factor,1.0,0.9,1.1,sto_sy_layer3_gr,1.0,0.0,1,,33,,,,,0,5,sto,m,gr,,1375.00,1625.00,1
pname:sto_sy_layer3_gr_inst:0_ptype:gr_pstyle:m_i:33_j:6_x:1625.00_y:1625.00_zone:1,log,factor,1.0,0.9,1.1,sto_sy_layer3_gr,1.0,0.0,1,,33,,,,,0,6,sto,m,gr,,1625.00,1625.00,1
pname:sto_sy_layer3_gr_inst:0_ptype:gr_pstyle:m_i:33_j:7_x:1875.00_y:1625.00_zone:1,log,factor,1.0,0.9,1.1,sto_sy_layer3_gr,1.0,0.0,1,,33,,,,,0,7,sto,m,gr,,1875.00,1625.00,1
pname:sto_sy_layer3_gr_inst:0_ptype:gr_pstyle:m_i:33_j:8_x:2125.00_y:1625.00_zone:1,log,factor,1.0,0.9,1.1,sto_sy_layer3_gr,1.0,0.0,1,,33,,,,,0,8,sto,m,gr,,2125.00,1625.00,1
pname:sto_sy_layer3_gr_inst:0_ptype:gr_pstyle:m_i:33_j:9_x:2375.00_y:1625.00_zone:1,log,factor,1.0,0.9,1.1,sto_sy_layer3_gr,1.0,0.0,1,,33,,,,,0,9,sto,m,gr,,2375.00,1625.00,1
pname:sto_sy_layer3_gr_inst:0_ptype:gr_pstyle:m_i:33_j:10_x:2625.00_y:1625.00_zone:1,log,factor,1.0,0.9,1.1,sto_sy_layer3_gr,1.0,0.0,1,,33,,,,,0,10,sto,m,gr,,2625.00,1625.00,1
pname:sto_sy_layer3_gr_inst:0_ptype:gr_pstyle:m_i:33_j:11_x:2875.00_y:1625.00_zone:1,log,factor,1.0,0.9,1.1,sto_sy_layer3_gr,1.0,0.0,1,,33,,,,,0,11,sto,m,gr,,2875.00,1625.00,1
pname:sto_sy_layer3_gr_inst:0_ptype:gr_pstyle:m_i:33_j:12_x:3125.00_y:1625.00_zone:1,log,factor,1.0,0.9,1.1,sto_sy_layer3_gr,1.0,0.0,1,,33,,,,,0,12,sto,m,gr,,3125.00,1625.00,1
pname:sto_sy_layer3_gr_inst:0_ptype:gr_pstyle:m_i:33_j:13_x:3375.00_y:1625.00_zone:1,log,factor,1.0,0.9,1.1,sto_sy_layer3_gr,1.0,0.0,1,,33,,,,,0,13,sto,m,gr,,3375.00,1625.00,1
pname:sto_sy_layer3_gr_inst:0_ptype:gr_pstyle:m_i:33_j:14_x:3625.00_y:1625.00_zone:1,log,factor,1.0,0.9,1.1,sto_sy_layer3_gr,1.0,0.0,1,,33,,,,,0,14,sto,m,gr,,3625.00,1625.00,1
pname:sto_sy_layer3_gr_inst:0_ptype:gr_pstyle:m_i:33_j:15_x:3875.00_y:1625.00_zone:1,log,factor,1.0,0.9,1.1,sto_sy_layer3_gr,1.0,0.0,1,,33,,,,,0,15,sto,m,gr,,3875.00,1625.00,1
pname:sto_sy_layer3_gr_inst:0_ptype:gr_pstyle:m_i:33_j:16_x:4125.00_y:1625.00_zone:1,log,factor,1.0,0.9,1.1,sto_sy_layer3_gr,1.0,0.0,1,,33,,,,,0,16,sto,m,gr,,4125.00,1625.00,1
pname:sto_sy_layer3_gr_inst:0_ptype:gr_pstyle:m_i:33_j:17_x:4375.00_y:1625.00_zone:1,log,factor,1.0,0.9,1.1,sto_sy_layer3_gr,1.0,0.0,1,,33,,,,,0,17,sto,m,gr,,4375.00,1625.00,1
pname:sto_sy_layer3_gr_inst:0_ptype:gr_pstyle:m_i:33_j:18_x:4625.00_y:1625.00_zone:1,log,factor,1.0,0.9,1.1,sto_sy_layer3_gr,1.0,0.0,1,,33,,,,,0,18,sto,m,gr,,4625.00,1625.00,1
pname:sto_sy_layer3_gr_inst:0_ptype:gr_pstyle:m_i:33_j:19_x:4875.00_y:1625.00_zone:1,log,factor,1.0,0.9,1.1,sto_sy_layer3_gr,1.0,0.0,1,,33,,,,,0,19,sto,m,gr,,4875.00,1625.00,1
pname:sto_sy_layer3_gr_inst:0_ptype:gr_pstyle:m_i:34_j:3_x:875.00_y:1375.00_zone:1,log,factor,1.0,0.9,1.1,sto_sy_layer3_gr,1.0,0.0,1,,34,,,,,0,3,sto,m,gr,,875.00,1375.00,1
pname:sto_sy_layer3_gr_inst:0_ptype:gr_pstyle:m_i:34_j:4_x:1125.00_y:1375.00_zone:1,log,factor,1.0,0.9,1.1,sto_sy_layer3_gr,1.0,0.0,1,,34,,,,,0,4,sto,m,gr,,1125.00,1375.00,1
pname:sto_sy_layer3_gr_inst:0_ptype:gr_pstyle:m_i:34_j:5_x:1375.00_y:1375.00_zone:1,log,factor,1.0,0.9,1.1,sto_sy_layer3_gr,1.0,0.0,1,,34,,,,,0,5,sto,m,gr,,1375.00,1375.00,1
pname:sto_sy_layer3_gr_inst:0_ptype:gr_pstyle:m_i:34_j:6_x:1625.00_y:1375.00_zone:1,log,factor,1.0,0.9,1.1,sto_sy_layer3_gr,1.0,0.0,1,,34,,,,,0,6,sto,m,gr,,1625.00,1375.00,1
pname:sto_sy_layer3_gr_inst:0_ptype:gr_pstyle:m_i:34_j:7_x:1875.00_y:1375.00_zone:1,log,factor,1.0,0.9,1.1,sto_sy_layer3_gr,1.0,0.0,1,,34,,,,,0,7,sto,m,gr,,1875.00,1375.00,1
pname:sto_sy_layer3_gr_inst:0_ptype:gr_pstyle:m_i:34_j:8_x:2125.00_y:1375.00_zone:1,log,factor,1.0,0.9,1.1,sto_sy_layer3_gr,1.0,0.0,1,,34,,,,,0,8,sto,m,gr,,2125.00,1375.00,1
pname:sto_sy_layer3_gr_inst:0_ptype:gr_pstyle:m_i:34_j:9_x:2375.00_y:1375.00_zone:1,log,factor,1.0,0.9,1.1,sto_sy_layer3_gr,1.0,0.0,1,,34,,,,,0,9,sto,m,gr,,2375.00,1375.00,1
pname:sto_sy_layer3_gr_inst:0_ptype:gr_pstyle:m_i:34_j:10_x:2625.00_y:1375.00_zone:1,log,factor,1.0,0.9,1.1,sto_sy_layer3_gr,1.0,0.0,1,,34,,,,,0,10,sto,m,gr,,2625.00,1375.00,1
pname:sto_sy_layer3_gr_inst:0_ptype:gr_pstyle:m_i:34_j:11_x:2875.00_y:1375.00_zone:1,log,factor,1.0,0.9,1.1,sto_sy_layer3_gr,1.0,0.0,1,,34,,,,,0,11,sto,m,gr,,2875.00,1375.00,1
pname:sto_sy_layer3_gr_inst:0_ptype:gr_pstyle:m_i:34_j:12_x:3125.00_y:1375.00_zone:1,log,factor,1.0,0.9,1.1,sto_sy_layer3_gr,1.0,0.0,1,,34,,,,,0,12,sto,m,gr,,3125.00,1375.00,1
pname:sto_sy_layer3_gr_inst:0_ptype:gr_pstyle:m_i:34_j:13_x:3375.00_y:1375.00_zone:1,log,factor,1.0,0.9,1.1,sto_sy_layer3_gr,1.0,0.0,1,,34,,,,,0,13,sto,m,gr,,3375.00,1375.00,1
pname:sto_sy_layer3_gr_inst:0_ptype:gr_pstyle:m_i:34_j:14_x:3625.00_y:1375.00_zone:1,log,factor,1.0,0.9,1.1,sto_sy_layer3_gr,1.0,0.0,1,,34,,,,,0,14,sto,m,gr,,3625.00,1375.00,1
pname:sto_sy_layer3_gr_inst:0_ptype:gr_pstyle:m_i:34_j:15_x:3875.00_y:1375.00_zone:1,log,factor,1.0,0.9,1.1,sto_sy_layer3_gr,1.0,0.0,1,,34,,,,,0,15,sto,m,gr,,3875.00,1375.00,1
pname:sto_sy_layer3_gr_inst:0_ptype:gr_pstyle:m_i:34_j:16_x:4125.00_y:1375.00_zone:1,log,factor,1.0,0.9,1.1,sto_sy_layer3_gr,1.0,0.0,1,,34,,,,,0,16,sto,m,gr,,4125.00,1375.00,1
pname:sto_sy_layer3_gr_inst:0_ptype:gr_pstyle:m_i:34_j:17_x:4375.00_y:1375.00_zone:1,log,factor,1.0,0.9,1.1,sto_sy_layer3_gr,1.0,0.0,1,,34,,,,,0,17,sto,m,gr,,4375.00,1375.00,1
pname:sto_sy_layer3_gr_inst:0_ptype:gr_pstyle:m_i:34_j:18_x:4625.00_y:1375.00_zone:1,log,factor,1.0,0.9,1.1,sto_sy_layer3_gr,1.0,0.0,1,,34,,,,,0,18,sto,m,gr,,4625.00,1375.00,1
pname:sto_sy_layer3_gr_inst:0_ptype:gr_pstyle:m_i:34_j:19_x:4875.00_y:1375.00_zone:1,log,factor,1.0,0.9,1.1,sto_sy_layer3_gr,1.0,0.0,1,,34,,,,,0,19,sto,m,gr,,4875.00,1375.00,1
pname:sto_sy_layer3_gr_inst:0_ptype:gr_pstyle:m_i:35_j:4_x:1125.00_y:1125.00_zone:1,log,factor,1.0,0.9,1.1,sto_sy_layer3_gr,1.0,0.0,1,,35,,,,,0,4,sto,m,gr,,1125.00,1125.00,1
pname:sto_sy_layer3_gr_inst:0_ptype:gr_pstyle:m_i:35_j:5_x:1375.00_y:1125.00_zone:1,log,factor,1.0,0.9,1.1,sto_sy_layer3_gr,1.0,0.0,1,,35,,,,,0,5,sto,m,gr,,1375.00,1125.00,1
pname:sto_sy_layer3_gr_inst:0_ptype:gr_pstyle:m_i:35_j:6_x:1625.00_y:1125.00_zone:1,log,factor,1.0,0.9,1.1,sto_sy_layer3_gr,1.0,0.0,1,,35,,,,,0,6,sto,m,gr,,1625.00,1125.00,1
pname:sto_sy_layer3_gr_inst:0_ptype:gr_pstyle:m_i:35_j:7_x:1875.00_y:1125.00_zone:1,log,factor,1.0,0.9,1.1,sto_sy_layer3_gr,1.0,0.0,1,,35,,,,,0,7,sto,m,gr,,1875.00,1125.00,1
pname:sto_sy_layer3_gr_inst:0_ptype:gr_pstyle:m_i:35_j:8_x:2125.00_y:1125.00_zone:1,log,factor,1.0,0.9,1.1,sto_sy_layer3_gr,1.0,0.0,1,,35,,,,,0,8,sto,m,gr,,2125.00,1125.00,1
pname:sto_sy_layer3_gr_inst:0_ptype:gr_pstyle:m_i:35_j:9_x:2375.00_y:1125.00_zone:1,log,factor,1.0,0.9,1.1,sto_sy_layer3_gr,1.0,0.0,1,,35,,,,,0,9,sto,m,gr,,2375.00,1125.00,1
pname:sto_sy_layer3_gr_inst:0_ptype:gr_pstyle:m_i:35_j:10_x:2625.00_y:1125.00_zone:1,log,factor,1.0,0.9,1.1,sto_sy_layer3_gr,1.0,0.0,1,,35,,,,,0,10,sto,m,gr,,2625.00,1125.00,1
pname:sto_sy_layer3_gr_inst:0_ptype:gr_pstyle:m_i:35_j:11_x:2875.00_y:1125.00_zone:1,log,factor,1.0,0.9,1.1,sto_sy_layer3_gr,1.0,0.0,1,,35,,,,,0,11,sto,m,gr,,2875.00,1125.00,1
pname:sto_sy_layer3_gr_inst:0_ptype:gr_pstyle:m_i:35_j:12_x:3125.00_y:1125.00_zone:1,log,factor,1.0,0.9,1.1,sto_sy_layer3_gr,1.0,0.0,1,,35,,,,,0,12,sto,m,gr,,3125.00,1125.00,1
pname:sto_sy_layer3_gr_inst:0_ptype:gr_pstyle:m_i:35_j:13_x:3375.00_y:1125.00_zone:1,log,factor,1.0,0.9,1.1,sto_sy_layer3_gr,1.0,0.0,1,,35,,,,,0,13,sto,m,gr,,3375.00,1125.00,1
pname:sto_sy_layer3_gr_inst:0_ptype:gr_pstyle:m_i:35_j:14_x:3625.00_y:1125.00_zone:1,log,factor,1.0,0.9,1.1,sto_sy_layer3_gr,1.0,0.0,1,,35,,,,,0,14,sto,m,gr,,3625.00,1125.00,1
pname:sto_sy_layer3_gr_inst:0_ptype:gr_pstyle:m_i:35_j:15_x:3875.00_y:1125.00_zone:1,log,factor,1.0,0.9,1.1,sto_sy_layer3_gr,1.0,0.0,1,,35,,,,,0,15,sto,m,gr,,3875.00,1125.00,1
pname:sto_sy_layer3_gr_inst:0_ptype:gr_pstyle:m_i:35_j:16_x:4125.00_y:1125.00_zone:1,log,factor,1.0,0.9,1.1,sto_sy_layer3_gr,1.0,0.0,1,,35,,,,,0,16,sto,m,gr,,4125.00,1125.00,1
pname:sto_sy_layer3_gr_inst:0_ptype:gr_pstyle:m_i:35_j:17_x:4375.00_y:1125.00_zone:1,log,factor,1.0,0.9,1.1,sto_sy_layer3_gr,1.0,0.0,1,,35,,,,,0,17,sto,m,gr,,4375.00,1125.00,1
pname:sto_sy_layer3_gr_inst:0_ptype:gr_pstyle:m_i:35_j:18_x:4625.00_y:1125.00_zone:1,log,factor,1.0,0.9,1.1,sto_sy_layer3_gr,1.0,0.0,1,,35,,,,,0,18,sto,m,gr,,4625.00,1125.00,1
pname:sto_sy_layer3_gr_inst:0_ptype:gr_pstyle:m_i:36_j:4_x:1125.00_y:875.00_zone:1,log,factor,1.0,0.9,1.1,sto_sy_layer3_gr,1.0,0.0,1,,36,,,,,0,4,sto,m,gr,,1125.00,875.00,1
pname:sto_sy_layer3_gr_inst:0_ptype:gr_pstyle:m_i:36_j:5_x:1375.00_y:875.00_zone:1,log,factor,1.0,0.9,1.1,sto_sy_layer3_gr,1.0,0.0,1,,36,,,,,0,5,sto,m,gr,,1375.00,875.00,1
pname:sto_sy_layer3_gr_inst:0_ptype:gr_pstyle:m_i:36_j:6_x:1625.00_y:875.00_zone:1,log,factor,1.0,0.9,1.1,sto_sy_layer3_gr,1.0,0.0,1,,36,,,,,0,6,sto,m,gr,,1625.00,875.00,1
pname:sto_sy_layer3_gr_inst:0_ptype:gr_pstyle:m_i:36_j:7_x:1875.00_y:875.00_zone:1,log,factor,1.0,0.9,1.1,sto_sy_layer3_gr,1.0,0.0,1,,36,,,,,0,7,sto,m,gr,,1875.00,875.00,1
pname:sto_sy_layer3_gr_inst:0_ptype:gr_pstyle:m_i:36_j:8_x:2125.00_y:875.00_zone:1,log,factor,1.0,0.9,1.1,sto_sy_layer3_gr,1.0,0.0,1,,36,,,,,0,8,sto,m,gr,,2125.00,875.00,1
pname:sto_sy_layer3_gr_inst:0_ptype:gr_pstyle:m_i:36_j:9_x:2375.00_y:875.00_zone:1,log,factor,1.0,0.9,1.1,sto_sy_layer3_gr,1.0,0.0,1,,36,,,,,0,9,sto,m,gr,,2375.00,875.00,1
pname:sto_sy_layer3_gr_inst:0_ptype:gr_pstyle:m_i:36_j:10_x:2625.00_y:875.00_zone:1,log,factor,1.0,0.9,1.1,sto_sy_layer3_gr,1.0,0.0,1,,36,,,,,0,10,sto,m,gr,,2625.00,875.00,1
pname:sto_sy_layer3_gr_inst:0_ptype:gr_pstyle:m_i:36_j:11_x:2875.00_y:875.00_zone:1,log,factor,1.0,0.9,1.1,sto_sy_layer3_gr,1.0,0.0,1,,36,,,,,0,11,sto,m,gr,,2875.00,875.00,1
pname:sto_sy_layer3_gr_inst:0_ptype:gr_pstyle:m_i:36_j:12_x:3125.00_y:875.00_zone:1,log,factor,1.0,0.9,1.1,sto_sy_layer3_gr,1.0,0.0,1,,36,,,,,0,12,sto,m,gr,,3125.00,875.00,1
pname:sto_sy_layer3_gr_inst:0_ptype:gr_pstyle:m_i:36_j:13_x:3375.00_y:875.00_zone:1,log,factor,1.0,0.9,1.1,sto_sy_layer3_gr,1.0,0.0,1,,36,,,,,0,13,sto,m,gr,,3375.00,875.00,1
pname:sto_sy_layer3_gr_inst:0_ptype:gr_pstyle:m_i:36_j:14_x:3625.00_y:875.00_zone:1,log,factor,1.0,0.9,1.1,sto_sy_layer3_gr,1.0,0.0,1,,36,,,,,0,14,sto,m,gr,,3625.00,875.00,1
pname:sto_sy_layer3_gr_inst:0_ptype:gr_pstyle:m_i:36_j:15_x:3875.00_y:875.00_zone:1,log,factor,1.0,0.9,1.1,sto_sy_layer3_gr,1.0,0.0,1,,36,,,,,0,15,sto,m,gr,,3875.00,875.00,1
pname:sto_sy_layer3_gr_inst:0_ptype:gr_pstyle:m_i:36_j:16_x:4125.00_y:875.00_zone:1,log,factor,1.0,0.9,1.1,sto_sy_layer3_gr,1.0,0.0,1,,36,,,,,0,16,sto,m,gr,,4125.00,875.00,1
pname:sto_sy_layer3_gr_inst:0_ptype:gr_pstyle:m_i:36_j:17_x:4375.00_y:875.00_zone:1,log,factor,1.0,0.9,1.1,sto_sy_layer3_gr,1.0,0.0,1,,36,,,,,0,17,sto,m,gr,,4375.00,875.00,1
pname:sto_sy_layer3_gr_inst:0_ptype:gr_pstyle:m_i:36_j:18_x:4625.00_y:875.00_zone:1,log,factor,1.0,0.9,1.1,sto_sy_layer3_gr,1.0,0.0,1,,36,,,,,0,18,sto,m,gr,,4625.00,875.00,1
pname:sto_sy_layer3_gr_inst:0_ptype:gr_pstyle:m_i:37_j:5_x:1375.00_y:625.00_zone:1,log,factor,1.0,0.9,1.1,sto_sy_layer3_gr,1.0,0.0,1,,37,,,,,0,5,sto,m,gr,,1375.00,625.00,1
pname:sto_sy_layer3_gr_inst:0_ptype:gr_pstyle:m_i:37_j:6_x:1625.00_y:625.00_zone:1,log,factor,1.0,0.9,1.1,sto_sy_layer3_gr,1.0,0.0,1,,37,,,,,0,6,sto,m,gr,,1625.00,625.00,1
pname:sto_sy_layer3_gr_inst:0_ptype:gr_pstyle:m_i:37_j:7_x:1875.00_y:625.00_zone:1,log,factor,1.0,0.9,1.1,sto_sy_layer3_gr,1.0,0.0,1,,37,,,,,0,7,sto,m,gr,,1875.00,625.00,1
pname:sto_sy_layer3_gr_inst:0_ptype:gr_pstyle:m_i:37_j:8_x:2125.00_y:625.00_zone:1,log,factor,1.0,0.9,1.1,sto_sy_layer3_gr,1.0,0.0,1,,37,,,,,0,8,sto,m,gr,,2125.00,625.00,1
pname:sto_sy_layer3_gr_inst:0_ptype:gr_pstyle:m_i:37_j:9_x:2375.00_y:625.00_zone:1,log,factor,1.0,0.9,1.1,sto_sy_layer3_gr,1.0,0.0,1,,37,,,,,0,9,sto,m,gr,,2375.00,625.00,1
pname:sto_sy_layer3_gr_inst:0_ptype:gr_pstyle:m_i:37_j:10_x:2625.00_y:625.00_zone:1,log,factor,1.0,0.9,1.1,sto_sy_layer3_gr,1.0,0.0,1,,37,,,,,0,10,sto,m,gr,,2625.00,625.00,1
pname:sto_sy_layer3_gr_inst:0_ptype:gr_pstyle:m_i:37_j:11_x:2875.00_y:625.00_zone:1,log,factor,1.0,0.9,1.1,sto_sy_layer3_gr,1.0,0.0,1,,37,,,,,0,11,sto,m,gr,,2875.00,625.00,1
pname:sto_sy_layer3_gr_inst:0_ptype:gr_pstyle:m_i:37_j:12_x:3125.00_y:625.00_zone:1,log,factor,1.0,0.9,1.1,sto_sy_layer3_gr,1.0,0.0,1,,37,,,,,0,12,sto,m,gr,,3125.00,625.00,1
pname:sto_sy_layer3_gr_inst:0_ptype:gr_pstyle:m_i:37_j:13_x:3375.00_y:625.00_zone:1,log,factor,1.0,0.9,1.1,sto_sy_layer3_gr,1.0,0.0,1,,37,,,,,0,13,sto,m,gr,,3375.00,625.00,1
pname:sto_sy_layer3_gr_inst:0_ptype:gr_pstyle:m_i:37_j:14_x:3625.00_y:625.00_zone:1,log,factor,1.0,0.9,1.1,sto_sy_layer3_gr,1.0,0.0,1,,37,,,,,0,14,sto,m,gr,,3625.00,625.00,1
pname:sto_sy_layer3_gr_inst:0_ptype:gr_pstyle:m_i:37_j:15_x:3875.00_y:625.00_zone:1,log,factor,1.0,0.9,1.1,sto_sy_layer3_gr,1.0,0.0,1,,37,,,,,0,15,sto,m,gr,,3875.00,625.00,1
pname:sto_sy_layer3_gr_inst:0_ptype:gr_pstyle:m_i:37_j:16_x:4125.00_y:625.00_zone:1,log,factor,1.0,0.9,1.1,sto_sy_layer3_gr,1.0,0.0,1,,37,,,,,0,16,sto,m,gr,,4125.00,625.00,1
pname:sto_sy_layer3_gr_inst:0_ptype:gr_pstyle:m_i:37_j:17_x:4375.00_y:625.00_zone:1,log,factor,1.0,0.9,1.1,sto_sy_layer3_gr,1.0,0.0,1,,37,,,,,0,17,sto,m,gr,,4375.00,625.00,1
pname:sto_sy_layer3_gr_inst:0_ptype:gr_pstyle:m_i:38_j:5_x:1375.00_y:375.00_zone:1,log,factor,1.0,0.9,1.1,sto_sy_layer3_gr,1.0,0.0,1,,38,,,,,0,5,sto,m,gr,,1375.00,375.00,1
pname:sto_sy_layer3_gr_inst:0_ptype:gr_pstyle:m_i:38_j:6_x:1625.00_y:375.00_zone:1,log,factor,1.0,0.9,1.1,sto_sy_layer3_gr,1.0,0.0,1,,38,,,,,0,6,sto,m,gr,,1625.00,375.00,1
